id,dlxs_title,dlxs_author,bib_titles,bib_authors,pubplace,publisher,pubdate,notes,lang,keywords
ACT3868.0053.001,"The Philippine journal of science.  [Vol. 53, no. 1]",,"['The Philippine journal of science.  [Vol. 53, no. 1]']","['Philippines. Bureau of Science.', 'Philippines. Bureau of Science.', 'Institute of Science and Technology (Philippines)', 'Philippines. National Science Development Board.']",,,,"['Publication suspended Nov. 1941-July, Sept. 1944-Mar. 1947.', 'Vol.1 (1906) issued in one section; Vols. 2-4 (1907-09) in 3 sections; Section A. General science; Section B. Medical sciences; Section C. Botany; Vols. 5-13 (1910-1918) in 4 sections; Section A. Chemical and geological sciences and the industries; Section B. Tropical medicine (varies slightly) (called Medical sciences, v. 5-6); Section C. Botany; Section D. General biology, ethnology and anthropology (varies slightly).', 'Since 1919 the sections have been combined and the publication issued as a monthly.', 'Vol. 1 accompanied by a separately paged supplement of 5 numbers (Apr.-Dec. 1906).', 'Published Jan. 1906-June 1947 by the Bureau of Science; July/Aug. 1947- by the Institute of Science and Technology (varies slightly); <1975-> by the National Science Development Board.']",['eng: English'],['Science -- Periodicals']
ACT3868.0054.001,"The Philippine journal of science.  [Vol. 54, no. 1]",,"['The Philippine journal of science.  [Vol. 54, no. 1]']","['Philippines. Bureau of Science.', 'Philippines. Bureau of Science.', 'Institute of Science and Technology (Philippines)', 'Philippines. National Science Development Board.']",,,,"['Publication suspended Nov. 1941-July, Sept. 1944-Mar. 1947.', 'Vol.1 (1906) issued in one section; Vols. 2-4 (1907-09) in 3 sections; Section A. General science; Section B. Medical sciences; Section C. Botany; Vols. 5-13 (1910-1918) in 4 sections; Section A. Chemical and geological sciences and the industries; Section B. Tropical medicine (varies slightly) (called Medical sciences, v. 5-6); Section C. Botany; Section D. General biology, ethnology and anthropology (varies slightly).', 'Since 1919 the sections have been combined and the publication issued as a monthly.', 'Vol. 1 accompanied by a separately paged supplement of 5 numbers (Apr.-Dec. 1906).', 'Published Jan. 1906-June 1947 by the Bureau of Science; July/Aug. 1947- by the Institute of Science and Technology (varies slightly); <1975-> by the National Science Development Board.']",['eng: English'],['Science -- Periodicals']
ACT3868.0055.001,"The Philippine journal of science.  [Vol. 55, no. 1]",,"['The Philippine journal of science.  [Vol. 55, no. 1]']","['Philippines. Bureau of Science.', 'Philippines. Bureau of Science.', 'Institute of Science and Technology (Philippines)', 'Philippines. National Science Development Board.']",,,,"['Publication suspended Nov. 1941-July, Sept. 1944-Mar. 1947.', 'Vol.1 (1906) issued in one section; Vols. 2-4 (1907-09) in 3 sections; Section A. General science; Section B. Medical sciences; Section C. Botany; Vols. 5-13 (1910-1918) in 4 sections; Section A. Chemical and geological sciences and the industries; Section B. Tropical medicine (varies slightly) (called Medical sciences, v. 5-6); Section C. Botany; Section D. General biology, ethnology and anthropology (varies slightly).', 'Since 1919 the sections have been combined and the publication issued as a monthly.', 'Vol. 1 accompanied by a separately paged supplement of 5 numbers (Apr.-Dec. 1906).', 'Published Jan. 1906-June 1947 by the Bureau of Science; July/Aug. 1947- by the Institute of Science and Technology (varies slightly); <1975-> by the National Science Development Board.']",['eng: English'],['Science -- Periodicals']
ACT3868.0056.001,"The Philippine journal of science.  [Vol. 56, no. 1]",,"['The Philippine journal of science.  [Vol. 56, no. 1]']","['Philippines. Bureau of Science.', 'Philippines. Bureau of Science.', 'Institute of Science and Technology (Philippines)', 'Philippines. National Science Development Board.']",,,,"['Publication suspended Nov. 1941-July, Sept. 1944-Mar. 1947.', 'Vol.1 (1906) issued in one section; Vols. 2-4 (1907-09) in 3 sections; Section A. General science; Section B. Medical sciences; Section C. Botany; Vols. 5-13 (1910-1918) in 4 sections; Section A. Chemical and geological sciences and the industries; Section B. Tropical medicine (varies slightly) (called Medical sciences, v. 5-6); Section C. Botany; Section D. General biology, ethnology and anthropology (varies slightly).', 'Since 1919 the sections have been combined and the publication issued as a monthly.', 'Vol. 1 accompanied by a separately paged supplement of 5 numbers (Apr.-Dec. 1906).', 'Published Jan. 1906-June 1947 by the Bureau of Science; July/Aug. 1947- by the Institute of Science and Technology (varies slightly); <1975-> by the National Science Development Board.']",['eng: English'],['Science -- Periodicals']
ACT3868.0057.001,"The Philippine journal of science.  [Vol. 57, no. 1]",,"['The Philippine journal of science.  [Vol. 57, no. 1]']","['Philippines. Bureau of Science.', 'Philippines. Bureau of Science.', 'Institute of Science and Technology (Philippines)', 'Philippines. National Science Development Board.']",,,,"['Publication suspended Nov. 1941-July, Sept. 1944-Mar. 1947.', 'Vol.1 (1906) issued in one section; Vols. 2-4 (1907-09) in 3 sections; Section A. General science; Section B. Medical sciences; Section C. Botany; Vols. 5-13 (1910-1918) in 4 sections; Section A. Chemical and geological sciences and the industries; Section B. Tropical medicine (varies slightly) (called Medical sciences, v. 5-6); Section C. Botany; Section D. General biology, ethnology and anthropology (varies slightly).', 'Since 1919 the sections have been combined and the publication issued as a monthly.', 'Vol. 1 accompanied by a separately paged supplement of 5 numbers (Apr.-Dec. 1906).', 'Published Jan. 1906-June 1947 by the Bureau of Science; July/Aug. 1947- by the Institute of Science and Technology (varies slightly); <1975-> by the National Science Development Board.']",['eng: English'],['Science -- Periodicals']
ACT3868.0058.001,"The Philippine journal of science.  [Vol. 58, no. 1]",,"['The Philippine journal of science.  [Vol. 58, no. 1]']","['Philippines. Bureau of Science.', 'Philippines. Bureau of Science.', 'Institute of Science and Technology (Philippines)', 'Philippines. National Science Development Board.']",,,,"['Publication suspended Nov. 1941-July, Sept. 1944-Mar. 1947.', 'Vol.1 (1906) issued in one section; Vols. 2-4 (1907-09) in 3 sections; Section A. General science; Section B. Medical sciences; Section C. Botany; Vols. 5-13 (1910-1918) in 4 sections; Section A. Chemical and geological sciences and the industries; Section B. Tropical medicine (varies slightly) (called Medical sciences, v. 5-6); Section C. Botany; Section D. General biology, ethnology and anthropology (varies slightly).', 'Since 1919 the sections have been combined and the publication issued as a monthly.', 'Vol. 1 accompanied by a separately paged supplement of 5 numbers (Apr.-Dec. 1906).', 'Published Jan. 1906-June 1947 by the Bureau of Science; July/Aug. 1947- by the Institute of Science and Technology (varies slightly); <1975-> by the National Science Development Board.']",['eng: English'],['Science -- Periodicals']
ACT3868.0059.001,"The Philippine journal of science.  [Vol. 59, no. 1]",,"['The Philippine journal of science.  [Vol. 59, no. 1]']","['Philippines. Bureau of Science.', 'Philippines. Bureau of Science.', 'Institute of Science and Technology (Philippines)', 'Philippines. National Science Development Board.']",,,,"['Publication suspended Nov. 1941-July, Sept. 1944-Mar. 1947.', 'Vol.1 (1906) issued in one section; Vols. 2-4 (1907-09) in 3 sections; Section A. General science; Section B. Medical sciences; Section C. Botany; Vols. 5-13 (1910-1918) in 4 sections; Section A. Chemical and geological sciences and the industries; Section B. Tropical medicine (varies slightly) (called Medical sciences, v. 5-6); Section C. Botany; Section D. General biology, ethnology and anthropology (varies slightly).', 'Since 1919 the sections have been combined and the publication issued as a monthly.', 'Vol. 1 accompanied by a separately paged supplement of 5 numbers (Apr.-Dec. 1906).', 'Published Jan. 1906-June 1947 by the Bureau of Science; July/Aug. 1947- by the Institute of Science and Technology (varies slightly); <1975-> by the National Science Development Board.']",['eng: English'],['Science -- Periodicals']
ACT3868.0006.001,"The Philippine journal of science.  [Vol. 6, no. 1]",,"['The Philippine journal of science.  [Vol. 6, no. 1]']","['Philippines. Bureau of Science.', 'Philippines. Bureau of Science.', 'Institute of Science and Technology (Philippines)', 'Philippines. National Science Development Board.']",,,,"['Publication suspended Nov. 1941-July, Sept. 1944-Mar. 1947.', 'Vol.1 (1906) issued in one section; Vols. 2-4 (1907-09) in 3 sections; Section A. General science; Section B. Medical sciences; Section C. Botany; Vols. 5-13 (1910-1918) in 4 sections; Section A. Chemical and geological sciences and the industries; Section B. Tropical medicine (varies slightly) (called Medical sciences, v. 5-6); Section C. Botany; Section D. General biology, ethnology and anthropology (varies slightly).', 'Since 1919 the sections have been combined and the publication issued as a monthly.', 'Vol. 1 accompanied by a separately paged supplement of 5 numbers (Apr.-Dec. 1906).', 'Published Jan. 1906-June 1947 by the Bureau of Science; July/Aug. 1947- by the Institute of Science and Technology (varies slightly); <1975-> by the National Science Development Board.']",['eng: English'],['Science -- Periodicals']
ACT3868.0006.00A,"The Philippine journal of science.  [Vol. 6, no. A]",,"['The Philippine journal of science.  [Vol. 6, no. A]']","['Philippines. Bureau of Science.', 'Philippines. Bureau of Science.', 'Institute of Science and Technology (Philippines)', 'Philippines. National Science Development Board.']",,,,"['Publication suspended Nov. 1941-July, Sept. 1944-Mar. 1947.', 'Vol.1 (1906) issued in one section; Vols. 2-4 (1907-09) in 3 sections; Section A. General science; Section B. Medical sciences; Section C. Botany; Vols. 5-13 (1910-1918) in 4 sections; Section A. Chemical and geological sciences and the industries; Section B. Tropical medicine (varies slightly) (called Medical sciences, v. 5-6); Section C. Botany; Section D. General biology, ethnology and anthropology (varies slightly).', 'Since 1919 the sections have been combined and the publication issued as a monthly.', 'Vol. 1 accompanied by a separately paged supplement of 5 numbers (Apr.-Dec. 1906).', 'Published Jan. 1906-June 1947 by the Bureau of Science; July/Aug. 1947- by the Institute of Science and Technology (varies slightly); <1975-> by the National Science Development Board.']",['eng: English'],['Science -- Periodicals']
ACT3868.0006.00B,"The Philippine journal of science.  [Vol. 6, no. B]",,"['The Philippine journal of science.  [Vol. 6, no. B]']","['Philippines. Bureau of Science.', 'Philippines. Bureau of Science.', 'Institute of Science and Technology (Philippines)', 'Philippines. National Science Development Board.']",,,,"['Publication suspended Nov. 1941-July, Sept. 1944-Mar. 1947.', 'Vol.1 (1906) issued in one section; Vols. 2-4 (1907-09) in 3 sections; Section A. General science; Section B. Medical sciences; Section C. Botany; Vols. 5-13 (1910-1918) in 4 sections; Section A. Chemical and geological sciences and the industries; Section B. Tropical medicine (varies slightly) (called Medical sciences, v. 5-6); Section C. Botany; Section D. General biology, ethnology and anthropology (varies slightly).', 'Since 1919 the sections have been combined and the publication issued as a monthly.', 'Vol. 1 accompanied by a separately paged supplement of 5 numbers (Apr.-Dec. 1906).', 'Published Jan. 1906-June 1947 by the Bureau of Science; July/Aug. 1947- by the Institute of Science and Technology (varies slightly); <1975-> by the National Science Development Board.']",['eng: English'],['Science -- Periodicals']
ACT3868.0006.00C,"The Philippine journal of science.  [Vol. 6, no. C]",,"['The Philippine journal of science.  [Vol. 6, no. C]']","['Philippines. Bureau of Science.', 'Philippines. Bureau of Science.', 'Institute of Science and Technology (Philippines)', 'Philippines. National Science Development Board.']",,,,"['Publication suspended Nov. 1941-July, Sept. 1944-Mar. 1947.', 'Vol.1 (1906) issued in one section; Vols. 2-4 (1907-09) in 3 sections; Section A. General science; Section B. Medical sciences; Section C. Botany; Vols. 5-13 (1910-1918) in 4 sections; Section A. Chemical and geological sciences and the industries; Section B. Tropical medicine (varies slightly) (called Medical sciences, v. 5-6); Section C. Botany; Section D. General biology, ethnology and anthropology (varies slightly).', 'Since 1919 the sections have been combined and the publication issued as a monthly.', 'Vol. 1 accompanied by a separately paged supplement of 5 numbers (Apr.-Dec. 1906).', 'Published Jan. 1906-June 1947 by the Bureau of Science; July/Aug. 1947- by the Institute of Science and Technology (varies slightly); <1975-> by the National Science Development Board.']",['eng: English'],['Science -- Periodicals']
ACT3868.0006.00D,"The Philippine journal of science.  [Vol. 6, no. D]",,"['The Philippine journal of science.  [Vol. 6, no. D]']","['Philippines. Bureau of Science.', 'Philippines. Bureau of Science.', 'Institute of Science and Technology (Philippines)', 'Philippines. National Science Development Board.']",,,,"['Publication suspended Nov. 1941-July, Sept. 1944-Mar. 1947.', 'Vol.1 (1906) issued in one section; Vols. 2-4 (1907-09) in 3 sections; Section A. General science; Section B. Medical sciences; Section C. Botany; Vols. 5-13 (1910-1918) in 4 sections; Section A. Chemical and geological sciences and the industries; Section B. Tropical medicine (varies slightly) (called Medical sciences, v. 5-6); Section C. Botany; Section D. General biology, ethnology and anthropology (varies slightly).', 'Since 1919 the sections have been combined and the publication issued as a monthly.', 'Vol. 1 accompanied by a separately paged supplement of 5 numbers (Apr.-Dec. 1906).', 'Published Jan. 1906-June 1947 by the Bureau of Science; July/Aug. 1947- by the Institute of Science and Technology (varies slightly); <1975-> by the National Science Development Board.']",['eng: English'],['Science -- Periodicals']
ACT3868.0060.001,"The Philippine journal of science.  [Vol. 60, no. 1]",,"['The Philippine journal of science.  [Vol. 60, no. 1]']","['Philippines. Bureau of Science.', 'Philippines. Bureau of Science.', 'Institute of Science and Technology (Philippines)', 'Philippines. National Science Development Board.']",,,,"['Publication suspended Nov. 1941-July, Sept. 1944-Mar. 1947.', 'Vol.1 (1906) issued in one section; Vols. 2-4 (1907-09) in 3 sections; Section A. General science; Section B. Medical sciences; Section C. Botany; Vols. 5-13 (1910-1918) in 4 sections; Section A. Chemical and geological sciences and the industries; Section B. Tropical medicine (varies slightly) (called Medical sciences, v. 5-6); Section C. Botany; Section D. General biology, ethnology and anthropology (varies slightly).', 'Since 1919 the sections have been combined and the publication issued as a monthly.', 'Vol. 1 accompanied by a separately paged supplement of 5 numbers (Apr.-Dec. 1906).', 'Published Jan. 1906-June 1947 by the Bureau of Science; July/Aug. 1947- by the Institute of Science and Technology (varies slightly); <1975-> by the National Science Development Board.']",['eng: English'],['Science -- Periodicals']
ACT3868.0061.001,"The Philippine journal of science.  [Vol. 61, no. 1]",,"['The Philippine journal of science.  [Vol. 61, no. 1]']","['Philippines. Bureau of Science.', 'Philippines. Bureau of Science.', 'Institute of Science and Technology (Philippines)', 'Philippines. National Science Development Board.']",,,,"['Publication suspended Nov. 1941-July, Sept. 1944-Mar. 1947.', 'Vol.1 (1906) issued in one section; Vols. 2-4 (1907-09) in 3 sections; Section A. General science; Section B. Medical sciences; Section C. Botany; Vols. 5-13 (1910-1918) in 4 sections; Section A. Chemical and geological sciences and the industries; Section B. Tropical medicine (varies slightly) (called Medical sciences, v. 5-6); Section C. Botany; Section D. General biology, ethnology and anthropology (varies slightly).', 'Since 1919 the sections have been combined and the publication issued as a monthly.', 'Vol. 1 accompanied by a separately paged supplement of 5 numbers (Apr.-Dec. 1906).', 'Published Jan. 1906-June 1947 by the Bureau of Science; July/Aug. 1947- by the Institute of Science and Technology (varies slightly); <1975-> by the National Science Development Board.']",['eng: English'],['Science -- Periodicals']
ACT3868.0062.001,"The Philippine journal of science.  [Vol. 62, no. 1]",,"['The Philippine journal of science.  [Vol. 62, no. 1]']","['Philippines. Bureau of Science.', 'Philippines. Bureau of Science.', 'Institute of Science and Technology (Philippines)', 'Philippines. National Science Development Board.']",,,,"['Publication suspended Nov. 1941-July, Sept. 1944-Mar. 1947.', 'Vol.1 (1906) issued in one section; Vols. 2-4 (1907-09) in 3 sections; Section A. General science; Section B. Medical sciences; Section C. Botany; Vols. 5-13 (1910-1918) in 4 sections; Section A. Chemical and geological sciences and the industries; Section B. Tropical medicine (varies slightly) (called Medical sciences, v. 5-6); Section C. Botany; Section D. General biology, ethnology and anthropology (varies slightly).', 'Since 1919 the sections have been combined and the publication issued as a monthly.', 'Vol. 1 accompanied by a separately paged supplement of 5 numbers (Apr.-Dec. 1906).', 'Published Jan. 1906-June 1947 by the Bureau of Science; July/Aug. 1947- by the Institute of Science and Technology (varies slightly); <1975-> by the National Science Development Board.']",['eng: English'],['Science -- Periodicals']
ACT3868.0063.001,"The Philippine journal of science.  [Vol. 63, no. 1]",,"['The Philippine journal of science.  [Vol. 63, no. 1]']","['Philippines. Bureau of Science.', 'Philippines. Bureau of Science.', 'Institute of Science and Technology (Philippines)', 'Philippines. National Science Development Board.']",,,,"['Publication suspended Nov. 1941-July, Sept. 1944-Mar. 1947.', 'Vol.1 (1906) issued in one section; Vols. 2-4 (1907-09) in 3 sections; Section A. General science; Section B. Medical sciences; Section C. Botany; Vols. 5-13 (1910-1918) in 4 sections; Section A. Chemical and geological sciences and the industries; Section B. Tropical medicine (varies slightly) (called Medical sciences, v. 5-6); Section C. Botany; Section D. General biology, ethnology and anthropology (varies slightly).', 'Since 1919 the sections have been combined and the publication issued as a monthly.', 'Vol. 1 accompanied by a separately paged supplement of 5 numbers (Apr.-Dec. 1906).', 'Published Jan. 1906-June 1947 by the Bureau of Science; July/Aug. 1947- by the Institute of Science and Technology (varies slightly); <1975-> by the National Science Development Board.']",['eng: English'],['Science -- Periodicals']
ACT3868.0064.001,"The Philippine journal of science.  [Vol. 64, no. 1]",,"['The Philippine journal of science.  [Vol. 64, no. 1]']","['Philippines. Bureau of Science.', 'Philippines. Bureau of Science.', 'Institute of Science and Technology (Philippines)', 'Philippines. National Science Development Board.']",,,,"['Publication suspended Nov. 1941-July, Sept. 1944-Mar. 1947.', 'Vol.1 (1906) issued in one section; Vols. 2-4 (1907-09) in 3 sections; Section A. General science; Section B. Medical sciences; Section C. Botany; Vols. 5-13 (1910-1918) in 4 sections; Section A. Chemical and geological sciences and the industries; Section B. Tropical medicine (varies slightly) (called Medical sciences, v. 5-6); Section C. Botany; Section D. General biology, ethnology and anthropology (varies slightly).', 'Since 1919 the sections have been combined and the publication issued as a monthly.', 'Vol. 1 accompanied by a separately paged supplement of 5 numbers (Apr.-Dec. 1906).', 'Published Jan. 1906-June 1947 by the Bureau of Science; July/Aug. 1947- by the Institute of Science and Technology (varies slightly); <1975-> by the National Science Development Board.']",['eng: English'],['Science -- Periodicals']
ACT3868.0065.001,"The Philippine journal of science.  [Vol. 65, no. 1]",,"['The Philippine journal of science.  [Vol. 65, no. 1]']","['Philippines. Bureau of Science.', 'Philippines. Bureau of Science.', 'Institute of Science and Technology (Philippines)', 'Philippines. National Science Development Board.']",,,,"['Publication suspended Nov. 1941-July, Sept. 1944-Mar. 1947.', 'Vol.1 (1906) issued in one section; Vols. 2-4 (1907-09) in 3 sections; Section A. General science; Section B. Medical sciences; Section C. Botany; Vols. 5-13 (1910-1918) in 4 sections; Section A. Chemical and geological sciences and the industries; Section B. Tropical medicine (varies slightly) (called Medical sciences, v. 5-6); Section C. Botany; Section D. General biology, ethnology and anthropology (varies slightly).', 'Since 1919 the sections have been combined and the publication issued as a monthly.', 'Vol. 1 accompanied by a separately paged supplement of 5 numbers (Apr.-Dec. 1906).', 'Published Jan. 1906-June 1947 by the Bureau of Science; July/Aug. 1947- by the Institute of Science and Technology (varies slightly); <1975-> by the National Science Development Board.']",['eng: English'],['Science -- Periodicals']
ACT3868.0066.001,"The Philippine journal of science.  [Vol. 66, no. 1]",,"['The Philippine journal of science.  [Vol. 66, no. 1]']","['Philippines. Bureau of Science.', 'Philippines. Bureau of Science.', 'Institute of Science and Technology (Philippines)', 'Philippines. National Science Development Board.']",,,,"['Publication suspended Nov. 1941-July, Sept. 1944-Mar. 1947.', 'Vol.1 (1906) issued in one section; Vols. 2-4 (1907-09) in 3 sections; Section A. General science; Section B. Medical sciences; Section C. Botany; Vols. 5-13 (1910-1918) in 4 sections; Section A. Chemical and geological sciences and the industries; Section B. Tropical medicine (varies slightly) (called Medical sciences, v. 5-6); Section C. Botany; Section D. General biology, ethnology and anthropology (varies slightly).', 'Since 1919 the sections have been combined and the publication issued as a monthly.', 'Vol. 1 accompanied by a separately paged supplement of 5 numbers (Apr.-Dec. 1906).', 'Published Jan. 1906-June 1947 by the Bureau of Science; July/Aug. 1947- by the Institute of Science and Technology (varies slightly); <1975-> by the National Science Development Board.']",['eng: English'],['Science -- Periodicals']
ACT3868.0067.001,"The Philippine journal of science.  [Vol. 67, no. 1]",,"['The Philippine journal of science.  [Vol. 67, no. 1]']","['Philippines. Bureau of Science.', 'Philippines. Bureau of Science.', 'Institute of Science and Technology (Philippines)', 'Philippines. National Science Development Board.']",,,,"['Publication suspended Nov. 1941-July, Sept. 1944-Mar. 1947.', 'Vol.1 (1906) issued in one section; Vols. 2-4 (1907-09) in 3 sections; Section A. General science; Section B. Medical sciences; Section C. Botany; Vols. 5-13 (1910-1918) in 4 sections; Section A. Chemical and geological sciences and the industries; Section B. Tropical medicine (varies slightly) (called Medical sciences, v. 5-6); Section C. Botany; Section D. General biology, ethnology and anthropology (varies slightly).', 'Since 1919 the sections have been combined and the publication issued as a monthly.', 'Vol. 1 accompanied by a separately paged supplement of 5 numbers (Apr.-Dec. 1906).', 'Published Jan. 1906-June 1947 by the Bureau of Science; July/Aug. 1947- by the Institute of Science and Technology (varies slightly); <1975-> by the National Science Development Board.']",['eng: English'],['Science -- Periodicals']
ACT3868.0068.001,"The Philippine journal of science.  [Vol. 68, no. 1]",,"['The Philippine journal of science.  [Vol. 68, no. 1]']","['Philippines. Bureau of Science.', 'Philippines. Bureau of Science.', 'Institute of Science and Technology (Philippines)', 'Philippines. National Science Development Board.']",,,,"['Publication suspended Nov. 1941-July, Sept. 1944-Mar. 1947.', 'Vol.1 (1906) issued in one section; Vols. 2-4 (1907-09) in 3 sections; Section A. General science; Section B. Medical sciences; Section C. Botany; Vols. 5-13 (1910-1918) in 4 sections; Section A. Chemical and geological sciences and the industries; Section B. Tropical medicine (varies slightly) (called Medical sciences, v. 5-6); Section C. Botany; Section D. General biology, ethnology and anthropology (varies slightly).', 'Since 1919 the sections have been combined and the publication issued as a monthly.', 'Vol. 1 accompanied by a separately paged supplement of 5 numbers (Apr.-Dec. 1906).', 'Published Jan. 1906-June 1947 by the Bureau of Science; July/Aug. 1947- by the Institute of Science and Technology (varies slightly); <1975-> by the National Science Development Board.']",['eng: English'],['Science -- Periodicals']
ACT3868.0069.001,"The Philippine journal of science.  [Vol. 69, no. 1]",,"['The Philippine journal of science.  [Vol. 69, no. 1]']","['Philippines. Bureau of Science.', 'Philippines. Bureau of Science.', 'Institute of Science and Technology (Philippines)', 'Philippines. National Science Development Board.']",,,,"['Publication suspended Nov. 1941-July, Sept. 1944-Mar. 1947.', 'Vol.1 (1906) issued in one section; Vols. 2-4 (1907-09) in 3 sections; Section A. General science; Section B. Medical sciences; Section C. Botany; Vols. 5-13 (1910-1918) in 4 sections; Section A. Chemical and geological sciences and the industries; Section B. Tropical medicine (varies slightly) (called Medical sciences, v. 5-6); Section C. Botany; Section D. General biology, ethnology and anthropology (varies slightly).', 'Since 1919 the sections have been combined and the publication issued as a monthly.', 'Vol. 1 accompanied by a separately paged supplement of 5 numbers (Apr.-Dec. 1906).', 'Published Jan. 1906-June 1947 by the Bureau of Science; July/Aug. 1947- by the Institute of Science and Technology (varies slightly); <1975-> by the National Science Development Board.']",['eng: English'],['Science -- Periodicals']
ACT3868.0007.00A,"The Philippine journal of science.  [Vol. 7, no. A]",,"['The Philippine journal of science.  [Vol. 7, no. A]']","['Philippines. Bureau of Science.', 'Philippines. Bureau of Science.', 'Institute of Science and Technology (Philippines)', 'Philippines. National Science Development Board.']",,,,"['Publication suspended Nov. 1941-July, Sept. 1944-Mar. 1947.', 'Vol.1 (1906) issued in one section; Vols. 2-4 (1907-09) in 3 sections; Section A. General science; Section B. Medical sciences; Section C. Botany; Vols. 5-13 (1910-1918) in 4 sections; Section A. Chemical and geological sciences and the industries; Section B. Tropical medicine (varies slightly) (called Medical sciences, v. 5-6); Section C. Botany; Section D. General biology, ethnology and anthropology (varies slightly).', 'Since 1919 the sections have been combined and the publication issued as a monthly.', 'Vol. 1 accompanied by a separately paged supplement of 5 numbers (Apr.-Dec. 1906).', 'Published Jan. 1906-June 1947 by the Bureau of Science; July/Aug. 1947- by the Institute of Science and Technology (varies slightly); <1975-> by the National Science Development Board.']",['eng: English'],['Science -- Periodicals']
ACT3868.0007.00B,"The Philippine journal of science.  [Vol. 7, no. B]",,"['The Philippine journal of science.  [Vol. 7, no. B]']","['Philippines. Bureau of Science.', 'Philippines. Bureau of Science.', 'Institute of Science and Technology (Philippines)', 'Philippines. National Science Development Board.']",,,,"['Publication suspended Nov. 1941-July, Sept. 1944-Mar. 1947.', 'Vol.1 (1906) issued in one section; Vols. 2-4 (1907-09) in 3 sections; Section A. General science; Section B. Medical sciences; Section C. Botany; Vols. 5-13 (1910-1918) in 4 sections; Section A. Chemical and geological sciences and the industries; Section B. Tropical medicine (varies slightly) (called Medical sciences, v. 5-6); Section C. Botany; Section D. General biology, ethnology and anthropology (varies slightly).', 'Since 1919 the sections have been combined and the publication issued as a monthly.', 'Vol. 1 accompanied by a separately paged supplement of 5 numbers (Apr.-Dec. 1906).', 'Published Jan. 1906-June 1947 by the Bureau of Science; July/Aug. 1947- by the Institute of Science and Technology (varies slightly); <1975-> by the National Science Development Board.']",['eng: English'],['Science -- Periodicals']
ACT3868.0007.00C,"The Philippine journal of science.  [Vol. 7, no. C]",,"['The Philippine journal of science.  [Vol. 7, no. C]']","['Philippines. Bureau of Science.', 'Philippines. Bureau of Science.', 'Institute of Science and Technology (Philippines)', 'Philippines. National Science Development Board.']",,,,"['Publication suspended Nov. 1941-July, Sept. 1944-Mar. 1947.', 'Vol.1 (1906) issued in one section; Vols. 2-4 (1907-09) in 3 sections; Section A. General science; Section B. Medical sciences; Section C. Botany; Vols. 5-13 (1910-1918) in 4 sections; Section A. Chemical and geological sciences and the industries; Section B. Tropical medicine (varies slightly) (called Medical sciences, v. 5-6); Section C. Botany; Section D. General biology, ethnology and anthropology (varies slightly).', 'Since 1919 the sections have been combined and the publication issued as a monthly.', 'Vol. 1 accompanied by a separately paged supplement of 5 numbers (Apr.-Dec. 1906).', 'Published Jan. 1906-June 1947 by the Bureau of Science; July/Aug. 1947- by the Institute of Science and Technology (varies slightly); <1975-> by the National Science Development Board.']",['eng: English'],['Science -- Periodicals']
ACT3868.0007.00D,"The Philippine journal of science.  [Vol. 7, no. D]",,"['The Philippine journal of science.  [Vol. 7, no. D]']","['Philippines. Bureau of Science.', 'Philippines. Bureau of Science.', 'Institute of Science and Technology (Philippines)', 'Philippines. National Science Development Board.']",,,,"['Publication suspended Nov. 1941-July, Sept. 1944-Mar. 1947.', 'Vol.1 (1906) issued in one section; Vols. 2-4 (1907-09) in 3 sections; Section A. General science; Section B. Medical sciences; Section C. Botany; Vols. 5-13 (1910-1918) in 4 sections; Section A. Chemical and geological sciences and the industries; Section B. Tropical medicine (varies slightly) (called Medical sciences, v. 5-6); Section C. Botany; Section D. General biology, ethnology and anthropology (varies slightly).', 'Since 1919 the sections have been combined and the publication issued as a monthly.', 'Vol. 1 accompanied by a separately paged supplement of 5 numbers (Apr.-Dec. 1906).', 'Published Jan. 1906-June 1947 by the Bureau of Science; July/Aug. 1947- by the Institute of Science and Technology (varies slightly); <1975-> by the National Science Development Board.']",['eng: English'],['Science -- Periodicals']
ACT3868.0070.001,"The Philippine journal of science.  [Vol. 70, no. 1]",,"['The Philippine journal of science.  [Vol. 70, no. 1]']","['Philippines. Bureau of Science.', 'Philippines. Bureau of Science.', 'Institute of Science and Technology (Philippines)', 'Philippines. National Science Development Board.']",,,,"['Publication suspended Nov. 1941-July, Sept. 1944-Mar. 1947.', 'Vol.1 (1906) issued in one section; Vols. 2-4 (1907-09) in 3 sections; Section A. General science; Section B. Medical sciences; Section C. Botany; Vols. 5-13 (1910-1918) in 4 sections; Section A. Chemical and geological sciences and the industries; Section B. Tropical medicine (varies slightly) (called Medical sciences, v. 5-6); Section C. Botany; Section D. General biology, ethnology and anthropology (varies slightly).', 'Since 1919 the sections have been combined and the publication issued as a monthly.', 'Vol. 1 accompanied by a separately paged supplement of 5 numbers (Apr.-Dec. 1906).', 'Published Jan. 1906-June 1947 by the Bureau of Science; July/Aug. 1947- by the Institute of Science and Technology (varies slightly); <1975-> by the National Science Development Board.']",['eng: English'],['Science -- Periodicals']
